id,categoryId,proficiencyId
ec53be40-1ecb-4768-966f-bb04fb7efd02,2d31b022-d095-4b3e-968a-3ecbf08921fc,7a08832d-3517-4fe9-9bdb-dac02091ba07
9e5ae79c-93f5-4c66-9629-fdf37e659c5a,2d31b022-d095-4b3e-968a-3ecbf08921fc,c512faf9-0a7b-4c84-bd32-66153e40525e
